timestamp,port,linkState,SNR,FEC_Correctable,FEC_Uncorrectable,CRCErrorCount,Temperature,Voltage,FanSpeed,Humidity,Airflow,AmbientTemperature,OpticalRxPower,OpticalTxPower,LinkLatency,CableLengthEstimate,ConnectorInsertionCount
2025-05-15 12:59:49,port1,up,23.701,0.0,0.0,0.0,29.022,2.831,2481.636,38.809,13.136,18.65,-4.665,0.426,28.977,8.5,4
2025-05-15 12:59:50,port1,up,28.078,0.0,0.0,0.0,28.035,2.814,2388.759,38.766,12.907,17.744,-4.42,0.52,42.787,8.5,4
2025-05-15 12:59:51,port1,up,31.033,0.0,0.0,0.0,31.364,2.842,2625.015,38.767,11.161,18.282,-3.972,0.59,48.202,8.5,4
2025-05-15 12:59:52,port1,up,29.497,0.0,0.0,0.0,28.998,2.906,2485.948,37.534,14.15,17.728,-3.609,0.308,45.549,8.5,4
2025-05-15 12:59:53,port1,up,29.376,0.0,0.0,0.0,33.456,2.701,2393.731,38.391,13.035,18.526,-5.283,-0.922,55.106,8.5,4
2025-05-15 12:59:54,port1,up,28.09,0.0,0.0,0.0,27.485,2.805,2534.738,40.418,13.669,17.97,-3.788,0.068,44.511,8.5,4
2025-05-15 12:59:55,port1,up,29.859,0.0,0.0,0.0,28.704,2.854,2628.279,40.504,11.973,18.344,-5.133,0.296,33.465,8.5,4
2025-05-15 12:59:56,port1,up,26.102,0.0,0.0,0.0,27.294,2.771,2437.98,39.249,9.125,17.573,-3.227,-0.806,47.767,8.5,4
2025-05-15 12:59:57,port1,up,27.076,0.0,0.0,0.0,29.638,2.755,2578.907,38.718,15.277,18.602,-3.877,0.117,43.787,8.5,4
2025-05-15 12:59:58,port1,up,25.147,0.0,0.0,0.0,27.032,2.786,2569.687,39.692,11.382,18.203,-4.023,0.424,35.246,8.5,4
2025-05-15 12:59:59,port1,up,24.768,0.0,0.0,0.0,30.342,2.735,2328.738,38.302,13.158,17.599,-4.127,0.614,23.23,8.5,4
2025-05-15 13:00:00,port1,up,20.489,0.0,0.0,0.0,32.229,2.668,2408.994,39.733,14.208,18.451,-4.786,-0.254,34.784,8.5,4
2025-05-15 13:00:01,port1,up,28.143,0.0,0.0,0.0,32.066,2.833,2728.289,39.696,14.564,18.361,-3.502,0.156,35.15,8.5,4
2025-05-15 13:00:02,port1,up,28.733,0.0,0.0,0.0,26.291,2.883,2581.247,37.855,11.262,17.3,-3.379,0.131,46.204,8.5,4
2025-05-15 13:00:03,port1,up,26.058,0.0,0.0,0.0,30.16,2.884,2483.756,38.263,15.495,19.017,-3.959,0.109,40.464,8.5,4
2025-05-15 13:00:04,port1,up,27.553,0.0,0.0,0.0,33.682,2.823,2549.811,38.699,14.927,18.532,-5.988,-0.346,60.399,8.5,4
2025-05-15 13:00:05,port1,up,27.053,0.0,0.0,0.0,23.496,2.755,2490.686,38.774,10.084,19.063,-5.961,0.635,56.073,8.5,4
2025-05-15 13:00:06,port1,up,22.523,0.0,0.0,0.0,30.523,2.827,2482.693,37.658,12.374,17.618,-3.979,-0.103,40.113,8.5,4
2025-05-15 13:00:07,port1,up,29.487,0.0,0.0,0.0,25.128,2.851,2550.135,39.081,12.451,18.916,-4.496,0.127,48.289,8.5,4
2025-05-15 13:00:08,port1,up,25.521,0.0,0.0,0.0,32.834,2.863,2700.53,38.69,14.916,19.055,-6.299,-1.087,43.972,8.5,4
2025-05-15 13:00:09,port1,up,30.097,0.0,0.0,0.0,23.173,2.894,2327.684,39.075,13.656,18.266,-3.68,0.448,17.211,8.5,4
2025-05-15 13:00:10,port1,up,25.766,0.0,0.0,0.0,29.532,2.817,2595.342,41.622,13.224,18.247,-4.24,0.218,19.049,8.5,4
2025-05-15 13:00:11,port1,up,27.675,0.0,0.0,0.0,28.997,2.878,2543.404,39.682,9.533,17.333,-5.798,-0.651,48.299,8.5,4
2025-05-15 13:00:12,port1,up,24.199,0.0,0.0,0.0,28.583,2.782,2529.658,40.68,12.051,18.142,-4.056,-0.147,34.683,8.5,4
2025-05-15 13:00:13,port1,up,25.841,0.0,0.0,0.0,35.146,2.775,2520.157,38.815,11.677,17.634,-3.91,-0.733,39.994,8.5,4
2025-05-15 13:00:14,port1,up,24.706,0.0,0.0,0.0,32.034,2.829,2725.814,39.522,14.196,18.104,-4.839,0.101,51.924,8.5,4
2025-05-15 13:00:15,port1,up,27.783,0.0,0.0,0.0,26.75,2.8,2723.293,37.249,15.592,18.123,-4.948,-0.114,38.858,8.5,4
2025-05-15 13:00:16,port1,up,23.027,0.0,0.0,0.0,25.524,2.837,2482.495,38.714,13.181,18.137,-4.036,0.713,55.543,8.5,4
2025-05-15 13:00:17,port1,up,29.667,0.0,0.0,0.0,30.667,2.874,2656.115,38.499,15.228,18.774,-3.994,0.158,42.066,8.5,4
2025-05-15 13:00:18,port1,up,28.016,0.0,0.0,0.0,27.49,2.805,2566.569,38.773,14.252,18.586,-3.352,0.446,62.387,8.5,4
2025-05-15 13:00:19,port1,up,30.047,0.0,0.0,0.0,31.028,2.723,2541.958,38.104,8.444,17.617,-3.031,0.907,55.763,8.5,4
2025-05-15 13:00:20,port1,up,25.769,0.0,0.0,0.0,32.085,2.777,2442.821,37.865,17.589,17.848,-4.19,-0.714,32.61,8.5,4
2025-05-15 13:00:21,port1,up,25.68,0.0,0.0,0.0,30.653,2.782,2684.041,39.6,10.506,18.696,-4.034,0.385,45.419,8.5,4
2025-05-15 13:00:22,port1,up,28.64,0.0,0.0,0.0,28.804,2.797,2557.967,38.682,10.305,18.187,-4.102,-0.237,41.535,8.5,4
2025-05-15 13:00:23,port1,up,23.241,0.0,0.0,0.0,32.205,2.812,2554.225,39.46,11.013,18.827,-5.417,-0.095,40.605,8.5,4
2025-05-15 13:00:24,port1,up,26.515,0.0,0.0,0.0,29.471,2.768,2404.737,40.074,11.723,18.03,-4.68,-0.35,38.743,8.5,4
2025-05-15 13:00:25,port1,up,27.507,0.0,0.0,0.0,28.047,2.801,2466.234,38.2,12.023,18.035,-4.454,0.23,43.15,8.5,4
2025-05-15 13:00:26,port1,up,29.533,0.0,0.0,0.0,28.2,2.86,2565.982,38.882,15.87,18.506,-3.153,-0.22,48.499,8.5,4
2025-05-15 13:00:27,port1,up,22.719,0.0,0.0,0.0,27.79,2.742,2612.957,39.734,13.334,18.266,-3.114,-0.105,26.572,8.5,4
2025-05-15 13:00:28,port1,up,30.866,0.0,0.0,0.0,27.661,2.82,2686.233,39.609,14.452,18.432,-3.607,-0.032,40.082,8.5,4
2025-05-15 13:00:29,port1,up,27.349,0.0,0.0,0.0,32.968,2.805,2633.388,38.942,15.926,18.092,-5.721,-0.265,27.789,8.5,4
2025-05-15 13:00:30,port1,up,27.357,0.0,0.0,0.0,30.134,2.796,2670.159,40.384,13.081,17.54,-3.031,0.096,62.801,8.5,4
2025-05-15 13:00:31,port1,up,24.319,0.0,0.0,0.0,33.798,2.724,2371.747,38.657,16.273,17.929,-3.57,0.233,49.946,8.5,4
2025-05-15 13:00:32,port1,up,26.56,0.0,0.0,0.0,28.099,2.866,2418.824,39.073,13.906,18.667,-5.932,0.114,40.219,8.5,4
2025-05-15 13:00:33,port1,up,32.078,0.0,0.0,0.0,29.015,2.775,2577.959,40.023,12.098,18.328,-4.533,0.398,36.167,8.5,4
2025-05-15 13:00:34,port1,up,26.975,0.0,0.0,0.0,29.172,2.709,2516.165,40.544,13.303,18.142,-3.623,-0.758,44.327,8.5,4
2025-05-15 13:00:35,port1,up,27.029,0.0,0.0,0.0,28.637,2.759,2506.322,39.426,12.799,17.864,-4.674,-0.564,32.048,8.5,4
2025-05-15 13:00:36,port1,up,25.11,0.0,0.0,0.0,30.497,2.788,2493.39,39.474,12.954,18.053,-4.695,0.506,14.605,8.5,4
2025-05-15 13:00:37,port1,up,28.026,0.0,0.0,0.0,25.63,2.81,2557.607,39.395,14.504,18.895,-3.499,0.615,35.342,8.5,4
2025-05-15 13:00:38,port1,up,28.428,0.0,0.0,0.0,30.041,2.915,2522.074,38.855,15.241,18.051,-2.5,0.121,47.635,8.5,4
2025-05-15 13:00:39,port1,up,25.805,0.0,0.0,0.0,27.642,2.791,2347.071,39.027,14.089,17.797,-4.004,-0.618,50.179,8.5,4
2025-05-15 13:00:40,port1,up,26.005,0.0,0.0,0.0,29.293,2.742,2612.752,39.321,13.769,18.391,-3.973,-1.187,38.533,8.5,4
2025-05-15 13:00:41,port1,up,26.895,0.0,0.0,0.0,31.427,2.8,2516.153,39.12,15.038,18.356,-4.983,-0.469,47.898,8.5,4
2025-05-15 13:00:42,port1,up,28.829,0.0,0.0,0.0,31.503,2.748,2428.784,39.373,13.769,18.363,-2.818,-0.201,46.84,8.5,4
2025-05-15 13:00:43,port1,up,27.463,0.0,0.0,0.0,29.394,2.775,2503.496,39.548,13.659,18.47,-5.489,-0.289,56.85,8.5,4
2025-05-15 13:00:44,port1,up,30.584,0.0,0.0,0.0,23.819,2.748,2443.054,38.595,13.457,17.709,-5.614,-0.842,34.796,8.5,4
2025-05-15 13:00:45,port1,up,31.53,0.0,0.0,0.0,29.643,2.844,2504.665,39.112,11.854,17.261,-3.194,-0.827,46.475,8.5,4
2025-05-15 13:00:46,port1,up,27.428,0.0,0.0,0.0,28.557,2.765,2599.615,38.811,12.798,17.819,-4.522,0.259,54.954,8.5,4
2025-05-15 13:00:47,port1,up,25.273,0.0,0.0,0.0,25.411,2.828,2683.969,39.729,13.099,18.142,-4.378,-0.203,56.787,8.5,4
2025-05-15 13:00:48,port1,up,24.811,0.0,0.0,0.0,30.171,2.886,2548.557,39.211,13.007,18.426,-4.731,-0.567,36.708,8.5,4
2025-05-15 13:00:49,port1,up,28.11,0.0,0.0,0.0,26.74,2.895,2533.701,40.14,17.786,17.854,-5.468,0.225,39.672,8.5,4
2025-05-15 13:00:50,port1,up,22.621,0.0,0.0,0.0,28.57,2.772,2481.228,37.684,14.586,17.628,-3.82,-0.017,38.656,8.5,4
2025-05-15 13:00:51,port1,up,31.274,0.0,0.0,0.0,32.802,2.744,2349.791,38.056,15.216,17.998,-4.129,0.817,56.585,8.5,4
2025-05-15 13:00:52,port1,up,26.361,0.0,0.0,0.0,29.752,2.761,2736.368,38.919,13.647,18.505,-5.177,-0.835,51.305,8.5,4
2025-05-15 13:00:53,port1,up,25.613,0.0,0.0,0.0,24.958,2.813,2499.967,39.87,10.994,17.906,-4.065,-1.068,38.762,8.5,4
2025-05-15 13:00:54,port1,up,29.369,0.0,0.0,0.0,30.14,2.852,2588.344,37.548,10.016,18.986,-3.944,-0.501,47.107,8.5,4
2025-05-15 13:00:55,port1,up,25.001,0.0,0.0,0.0,25.621,2.759,2467.161,40.636,12.407,18.222,-4.098,0.674,32.618,8.5,4
2025-05-15 13:00:56,port1,up,23.426,0.0,0.0,0.0,25.009,2.815,2648.185,40.143,15.25,18.228,-3.941,-0.123,52.441,8.5,4
2025-05-15 13:00:57,port1,up,25.497,0.0,0.0,0.0,27.529,2.816,2511.486,36.403,10.235,17.697,-4.459,-0.142,60.322,8.5,4
2025-05-15 13:00:58,port1,up,31.093,0.0,0.0,0.0,27.848,2.804,2405.293,38.948,12.049,18.477,-4.75,-0.149,50.346,8.5,4
2025-05-15 13:00:59,port1,up,24.445,0.0,0.0,0.0,29.609,2.861,2470.224,38.829,14.078,17.588,-4.335,-0.355,35.794,8.5,4
2025-05-15 13:01:00,port1,up,28.385,0.0,0.0,0.0,28.841,2.908,2413.874,38.623,10.259,17.733,-3.852,-0.223,44.158,8.5,4
2025-05-15 13:01:01,port1,up,28.475,0.0,0.0,0.0,30.133,2.858,2720.001,38.982,18.296,18.216,-4.201,0.379,38.775,8.5,4
2025-05-15 13:01:02,port1,up,26.487,0.0,0.0,0.0,29.804,2.783,2349.297,39.251,10.739,18.155,-4.072,-0.03,42.001,8.5,4
2025-05-15 13:01:03,port1,up,30.097,0.0,0.0,0.0,29.753,2.728,2551.017,39.823,12.305,18.228,-4.57,0.344,37.719,8.5,4
2025-05-15 13:01:04,port1,up,26.451,0.0,0.0,0.0,28.879,2.801,2359.991,38.755,13.885,17.232,-2.74,-0.595,34.291,8.5,4
2025-05-15 13:01:05,port1,down,,,,,,,,,,,,,,,
