timestamp,port,linkState,SNR,FEC_Correctable,FEC_Uncorrectable,CRCErrorCount,Temperature,Voltage,FanSpeed,Humidity,Airflow,AmbientTemperature,OpticalRxPower,OpticalTxPower,LinkLatency,CableLengthEstimate,ConnectorInsertionCount
2025-05-13 14:52:51,port1,up,29.557,0.0,0.0,0.0,35.676,3.334,2845.731,36.768,15.406,22.487,-3.784,-0.927,59.203,10.0,5
2025-05-13 14:52:52,port1,up,32.458,0.0,0.0,0.0,33.696,3.479,3061.405,41.171,13.788,21.919,-5.326,-0.469,40.157,10.0,5
2025-05-13 14:52:53,port1,up,30.126,0.0,0.0,0.0,34.204,3.394,2985.687,55.415,15.273,22.866,-4.264,1.333,56.337,10.0,5
2025-05-13 14:52:54,port1,up,34.454,0.0,0.0,0.0,30.421,3.446,3053.44,42.977,13.474,21.386,-2.618,-0.186,53.747,10.0,5
2025-05-13 14:52:55,port1,up,26.486,0.0,0.0,0.0,33.569,3.317,2771.519,44.797,15.052,22.166,-4.302,-0.228,28.879,10.0,5
2025-05-13 14:52:56,port1,up,27.756,0.0,0.0,0.0,32.94,3.235,2845.652,48.012,14.991,21.594,-6.036,0.483,51.85,10.0,5
2025-05-13 14:52:57,port1,up,29.821,0.0,0.0,0.0,35.425,3.208,2614.609,42.428,19.125,21.19,-6.953,-0.177,63.755,10.0,5
2025-05-13 14:52:58,port1,up,34.15,0.0,0.0,0.0,35.521,3.323,3206.669,33.886,10.562,23.145,-5.685,0.422,32.872,10.0,5
2025-05-13 14:52:59,port1,up,31.135,0.0,0.0,0.0,34.969,3.374,3229.108,37.069,17.91,23.0,-5.674,0.029,53.77,10.0,5
2025-05-13 14:53:00,port1,up,33.14,0.0,0.0,0.0,33.535,3.369,2985.762,42.603,13.7,20.417,-5.979,0.79,47.905,10.0,5
2025-05-13 14:53:01,port1,up,35.339,0.0,0.0,0.0,34.166,3.18,2973.957,42.739,15.749,22.076,-5.798,-1.007,51.039,10.0,5
2025-05-13 14:53:02,port1,up,31.311,0.0,0.0,0.0,35.888,3.605,3121.873,40.792,17.912,20.61,-3.622,0.134,68.489,10.0,5
2025-05-13 14:53:03,port1,up,34.346,0.0,0.0,0.0,34.276,3.099,3165.353,39.096,17.718,20.609,-3.099,0.316,50.309,10.0,5
2025-05-13 14:53:04,port1,up,30.969,0.0,0.0,0.0,32.816,3.147,2888.522,44.623,12.333,23.418,-4.523,-0.0,51.783,10.0,5
2025-05-13 14:53:05,port1,up,32.534,0.0,0.0,0.0,35.344,3.406,3155.834,48.022,18.888,23.696,-5.172,-0.405,69.776,10.0,5
2025-05-13 14:53:06,port1,up,31.288,0.0,0.0,0.0,34.731,3.284,3379.456,45.179,14.299,22.283,-3.2,0.068,56.641,10.0,5
2025-05-13 14:53:07,port1,up,31.183,0.0,0.0,0.0,31.064,3.206,3298.27,45.753,14.304,21.122,-6.179,1.139,62.528,10.0,5
2025-05-13 14:53:08,port1,up,28.91,3.0,0.0,0.0,33.861,3.191,2966.447,40.976,11.201,22.613,-4.961,-0.783,48.139,10.0,5
2025-05-13 14:53:09,port1,up,33.94,3.0,0.0,0.0,34.539,3.431,2595.709,37.727,13.684,20.48,-5.117,0.65,60.317,10.0,5
